gene	definition	group	log2foldchange	p.value	p.adjust
K06446	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	progression	0.06974276	0.6048974	0.9258243
K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	response	0.05352266	0.9183132	0.9732675
K06518	cidA; holin-like protein	response	0.365434	0.04329747	0.4741032
K06603	flaG; flagellar protein FlaG	response	0.0008147865	0.9024388	0.9732675
K06605	iolH; myo-inositol catabolism protein IolH	response	0.6342182	0.133449	0.6471459
K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]	response	0.7594383	0.03733642	0.4658764
K06607	iolS; myo-inositol catabolism protein IolS [EC:1.1.1.-]	progression	0.04037581	0.1572992	0.6471459
K06608	iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor	response	0.4709597	0.1416447	0.6471459
K06609	iolT; MFS transporter, SP family, major inositol transporter	response	0.1366939	0.6549403	0.9260799
K06610	iolF; MFS transporter, SP family, inositol transporter	response	0.04009495	0.9151617	0.9732675
K06714	rocR; arginine utilization regulatory protein	response	0.06797533	0.9486562	0.9732675
K06726	rbsD; D-ribose pyranase [EC:5.4.99.62]	response	0.2644146	0.4811953	0.8627018
K06857	tupC, vupC; tungstate transport system ATP-binding protein [EC:7.3.2.6]	response	0.08069123	0.3979771	0.8316003
K06858	btuF; vitamin B12 transport system substrate-binding protein	progression	0.1554725	0.9467837	0.9732675
K06859	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	response	0.4975146	0.2206714	0.686963
K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	response	0.4155201	0.08641073	0.5425491
K06862	ehbQ; energy-converting hydrogenase B subunit Q	response	0.2764966	0.1949688	0.6657432
K06863	purP; 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23]	response	0.2858592	0.1949688	0.6657432
K06864	larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]	response	0.1849751	0.6681702	0.9263661
K06865	K06865; ATPase	response	0.2762088	0.2771532	0.7221891
K06866	grcA; autonomous glycyl radical cofactor	progression	0.1622115	0.8443574	0.9684812
K06867	K06867; uncharacterized protein	progression	0.09213734	0.7133032	0.9401329
K06869	K06869; uncharacterized protein	response	0.01895776	0.4795001	0.8612324
K06871	K06871; uncharacterized protein	response	0.4316103	0.05764939	0.5040692
K06872	K06872; uncharacterized protein	response	0.1228489	0.5402914	0.8934715
K06873	K06873; uncharacterized protein	response	0.02078518	0.4795001	0.8612324
K06874	K06874; zinc finger protein	response	0.2528083	0.2771532	0.7221891
K06875	PDCD5, TFAR19; programmed cell death protein 5	response	0.2892984	0.1699838	0.6595618
K06877	K06877; DEAD/DEAH box helicase domain-containing protein	response	0.1477675	0.7894807	0.956964
K06878	K06878; tRNA-binding protein	progression	0.3715774	0.7592599	0.9522438
K06879	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	progression	0.07734848	0.9510639	0.9732675
K06880	ereA_B; erythromycin esterase [EC:3.1.1.-]	response	0.3828762	0.7550896	0.9522438
K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	response	0.5016283	0.004848763	0.4327822
K06882	K06882; uncharacterized protein	progression	0.1993587	0.5959107	0.9214213
K06883	K06883; uncharacterized protein	progression	0.04761655	0.9151617	0.9732675
K06884	K06884; uncharacterized protein	progression	0.2029632	0.5933623	0.9185397
K06885	K06885; uncharacterized protein	response	0.3059268	0.2206714	0.686963
K06886	glbN; hemoglobin	response	0.1747908	0.4795001	0.8612324
K06887	K06887; uncharacterized protein	progression	0.5942451	0.4628215	0.8612324
K06888	K06888; uncharacterized protein	response	0.3083026	0.3908629	0.8241469
K06889	K06889; uncharacterized protein	response	0.3443494	0.1113469	0.587808
K06890	K06890; uncharacterized protein	response	0.7133604	0.08641073	0.5425491
K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS	response	0.6744376	0.02346498	0.4327822
K06893	K06893; uncharacterized protein	response	0.4089449	0.5935802	0.9185397
K06894	yfhM; alpha-2-macroglobulin	response	0.2278734	0.6242061	0.9260799
K06895	lysE, argO; L-lysine exporter family protein LysE/ArgO	response	0.4653713	0.7828342	0.956964
K06896	mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]	response	0.6886328	0.1097903	0.587808
K06897	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	response	0.199601	0.5005595	0.8648426
K06898	larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	response	0.3835314	0.1984493	0.6657432
K06899	ndpA; nucleoid-associated protein	progression	0.2040693	0.4941489	0.8648426
K06900	K06900; uncharacterized protein	progression	0.03029736	0.5655631	0.9068061
K06901	pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease	response	0.385413	0.07575269	0.5386655
K06902	UMF1; MFS transporter, UMF1 family	response	0.2925917	0.4259831	0.853702
K06903	K06903; uncharacterized protein	response	0.2109922	0.1983517	0.6657432
K06904	K06904; uncharacterized protein	progression	0.5301959	0.03193928	0.4596789
K06905	K06905; uncharacterized protein	progression	0.09521182	0.8531304	0.9684812
K06906	K06906; uncharacterized protein	response	0.06174625	0.55772	0.9068061
K06907	K06907; uncharacterized protein	response	0.1501736	0.7594629	0.9522438
K06908	K06908; uncharacterized protein	response	0.2536135	0.7362088	0.9522438
K06909	xtmB; phage terminase large subunit	response	0.05833109	0.8542396	0.9684812
K06911	PIR; quercetin 2,3-dioxygenase [EC:1.13.11.24]	response	0.2023918	0.3912673	0.8241469
K06913	K06913; uncharacterized protein	response	0.245887	0.2771532	0.7221891
K06914	mfnD; tyramine---L-glutamate ligase [EC:6.3.4.24]	response	0.2464353	0.2771532	0.7221891
K06915	K06915; uncharacterized protein	response	0.3746342	0.1980588	0.6657432
K06916	zapE; cell division protein ZapE	response	0.004448799	0.6888048	0.9334848
K06917	selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]	response	0.1489481	0.8642779	0.9732675
K06918	K06918; uncharacterized protein	response	0.1295646	0.6403398	0.9260799
K06919	K06919; putative DNA primase/helicase	response	0.1175278	0.9025233	0.9732675
K06920	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	response	0.1240317	0.3583265	0.792076
K06921	K06921; uncharacterized protein	response	0.2574778	0.3912673	0.8241469
K06923	K06923; uncharacterized protein	response	0.4198881	0.1779096	0.6595618
K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	response	0.3438879	0.02748634	0.4531407
K06926	K06926; uncharacterized protein	response	0.4513005	0.4259831	0.853702
K06927	DPH6; diphthine-ammonia ligase [EC:6.3.1.14]	response	0.2149819	0.4221893	0.853702
K06928	NTPCR; nucleoside-triphosphatase [EC:3.6.1.15]	response	0.5506654	0.1589959	0.6471459
K06929	K06929; uncharacterized protein	response	0.05767615	1	1
K06932	tiaS; tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]	response	0.2360196	0.3143013	0.7519279
K06933	K06933; uncharacterized protein	response	0.782903	0.06619258	0.5201979
K06934	K06934; uncharacterized protein	response	0.3786519	0.3583265	0.792076
K06936	raSEA; archaeosine synthase beta-subunit [EC:2.6.1.-]	response	0.2583329	0.1949688	0.6657432
K06937	K06937; 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]	response	0.4946341	0.1984493	0.6657432
K06938	K06938; uncharacterized protein	progression	0.1476376	0.7935034	0.956964
K06940	K06940; uncharacterized protein	response	0.3959026	0.1257864	0.6196924
K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	response	0.1311696	0.2978602	0.7439571
K06942	ychF; ribosome-binding ATPase	response	0.338977	0.05764939	0.5040692
K06943	NOG1; nucleolar GTP-binding protein	response	0.1918517	0.3143013	0.7519279
K06944	K06944; uncharacterized protein	response	0.3173007	0.1699838	0.6595618
K06945	K06945; uncharacterized protein	response	0.04936898	0.3070139	0.7509308
K06946	K06946; uncharacterized protein	progression	0.7857293	0.07952684	0.5425491
K06948	yqeH; 30S ribosome assembly GTPase	response	0.3177178	0.8958687	0.9732675
K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	response	0.4013878	0.01996445	0.4327822
K06950	K06950; uncharacterized protein	response	0.5041946	0.02748634	0.4531407
K06951	K06951; uncharacterized protein	response	0.01436114	0.4795001	0.8612324
K06952	K06952; uncharacterized protein	progression	0.3213582	0.2442131	0.6947875
K06953	K06953; uncharacterized protein	response	0.01838926	0.4795001	0.8612324
K06954	K06954; uncharacterized protein	response	0.2167633	0.6549403	0.9260799
K06956	K06956; uncharacterized protein	response	0.5920998	0.1113469	0.587808
K06957	tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	response	0.1149992	0.9438711	0.9732675
K06958	rapZ; RNase adapter protein RapZ	response	0.3252179	0.1779096	0.6595618
K06959	tex; protein Tex	response	0.1998156	0.1984493	0.6657432
K06960	K06960; uncharacterized protein	response	0.1988347	0.2978602	0.7439571
K06961	KRR1; ribosomal RNA assembly protein	response	0.264411	0.2225471	0.686963
K06962	K06962; uncharacterized protein	response	0.1423922	0.8064959	0.956964
K06965	PELO, DOM34, pelA; protein pelota	response	0.2802778	0.2225471	0.686963
K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	progression	0.1060609	0.9183132	0.9732675
K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	response	0.4123771	0.1416447	0.6471459
K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	progression	0.09756506	0.8443574	0.9684812
K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	response	0.3575041	0.04329747	0.4741032
K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	progression	0.2789866	0.1589959	0.6471459
K06971	K06971; uncharacterized protein	progression	0.02708607	0.6242061	0.9260799
K06972	PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]	response	0.1994276	0.2703441	0.7221891
K06973	K06973; uncharacterized protein	response	0.3177136	0.1984493	0.6657432
K06975	K06975; uncharacterized protein	response	0.4276767	0.09824835	0.5651674
K06978	K06978; uncharacterized protein	response	0.9319906	0.008444165	0.4327822
K06979	mph; macrolide phosphotransferase	progression	0.0439352	1	1
K06980	ygfZ; tRNA-modifying protein YgfZ	response	0.1714572	0.7583287	0.9522438
K06981	ipk; isopentenyl phosphate kinase [EC:2.7.4.26]	response	0.2259142	0.2771532	0.7221891
K06982	pok; pantoate kinase [EC:2.7.1.169]	response	0.2008104	0.3545819	0.792076
K06984	K06984; beta-ribofuranosylaminobenzene 5'-phosphate synthase [EC:2.4.2.54]	response	0.2356952	0.2771532	0.7221891
K06987	K06987; uncharacterized protein	response	0.4761245	0.2446236	0.6947875
K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	response	0.2816277	0.5044768	0.8671379
K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	response	0.6742942	0.03208873	0.4596789
K06990	MEMO1; MEMO1 family protein	response	0.3849398	0.8536089	0.9684812
K06993	K06993; ribonuclease H-related protein	response	0.3919724	0.1984493	0.6657432
K06994	K06994; putative drug exporter of the RND superfamily	response	0.0707153	0.6040198	0.9258243
K06995	K06995; uncharacterized protein	response	0.2554798	0.622128	0.9260799
K06996	K06996; uncharacterized protein	response	0.03096455	0.8064959	0.956964
K06997	yggS, PROSC; PLP dependent protein	response	0.3727848	0.01996445	0.4327822
K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	response	0.01946719	0.4795001	0.8612324
K06999	K06999; phospholipase/carboxylesterase	response	0.4321616	0.8503277	0.9684812
K07000	K07000; uncharacterized protein	response	0.583703	0.5768651	0.910171
K07001	K07001; NTE family protein	response	0.3458067	0.1779096	0.6595618
K07002	K07002; uncharacterized protein	progression	0.06114114	0.1572992	0.6471459
K07003	K07003; uncharacterized protein	response	0.2294368	0.2206714	0.686963
K07004	K07004; uncharacterized protein	response	0.281043	0.4926324	0.8648426
K07005	K07005; uncharacterized protein	response	0.1724016	0.3912673	0.8241469
K07006	K07006; uncharacterized protein	response	0.6344427	0.6643055	0.9263661
K07007	baiN; 3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]	response	0.0462225	0.9128461	0.9732675
K07009	gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	response	0.6440076	0.03208873	0.4596789
K07010	K07010; putative glutamine amidotransferase	response	0.2632091	0.6242061	0.9260799
K07012	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	response	0.09153882	0.8542396	0.9684812
K07013	K07013; uncharacterized protein	response	0.4211035	0.8412939	0.9684812
K07014	K07014; uncharacterized protein	progression	0.1800552	0.5959107	0.9214213
K07015	K07015; uncharacterized protein	response	0.1226844	0.4259831	0.853702
K07016	csm1, cas10; CRISPR-associated protein Csm1	progression	0.1925923	0.4519925	0.8612324
K07017	K07017; uncharacterized protein	response	0.3575784	0.2974397	0.7439571
K07019	K07019; uncharacterized protein	progression	0.05171861	0.9467837	0.9732675
K07023	K07023; putative hydrolases of HD superfamily	response	0.3872435	0.08641073	0.5425491
K07025	K07025; putative hydrolase of the HAD superfamily	response	0.3852433	0.05004352	0.490626
K07026	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	progression	0.3276297	0.4435896	0.8612324
K07027	K07027; glycosyltransferase 2 family protein	response	0.2906569	0.09824835	0.5651674
K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	response	0.05794816	0.9025233	0.9732675
K07030	K07030; uncharacterized protein	response	0.4632002	0.1113469	0.587808
K07031	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	response	0.9339681	0.07575269	0.5386655
K07032	K07032; uncharacterized protein	response	1.193822	0.08622708	0.5425491
K07033	K07033; uncharacterized protein	response	0.5408698	0.06619258	0.5201979
K07034	K07034; uncharacterized protein	progression	0.3777156	0.8539253	0.9684812
K07035	K07035; uncharacterized protein	response	0.2901336	0.1113469	0.587808
K07037	pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	response	0.1961909	0.4259831	0.853702
K07038	K07038; inner membrane protein	response	0.2318422	0.8064959	0.956964
K07039	K07039; uncharacterized protein	response	0.09739591	0.7592599	0.9522438
K07040	K07040; uncharacterized protein	response	0.5823809	0.008458416	0.4327822
K07041	K07041; uncharacterized protein	response	0.2900584	0.2431152	0.6947875
K07042	ybeY, yqfG; probable rRNA maturation factor	response	0.659492	0.01430588	0.4327822
K07043	upp; UTP pyrophosphatase [EC:3.6.1.-]	response	0.3186855	0.08641073	0.5425491
K07045	K07045; uncharacterized protein	response	0.07753706	0.9511703	0.9732675
K07048	PTER, php; phosphotriesterase-related protein	progression	0.2496751	0.8050365	0.956964
K07050	AARSD1, ALAX; misacylated tRNA(Ala) deacylase [EC:3.1.1.-]	response	0.2414653	0.4624327	0.8612324
K07051	K07051; uncharacterized protein	response	0.2555631	0.4517076	0.8612324
K07052	K07052; uncharacterized protein	response	0.5796494	0.01996445	0.4327822
K07053	E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	response	0.6252363	0.01996445	0.4327822
K07054	K07054; uncharacterized protein	response	0.2492559	0.64689	0.9260799
K07055	TRM12, TYW2; tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]	response	0.2656209	0.2431152	0.6947875
K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	response	0.4128178	0.01011233	0.4327822
K07058	K07058; membrane protein	response	0.3428177	0.03208873	0.4596789
K07060	nob1; endoribonuclease Nob1 [EC:3.1.-.-]	response	0.2682278	0.1699838	0.6595618
K07062	fitB; toxin FitB [EC:3.1.-.-]	response	0.2851181	0.7604075	0.9522438
K07063	K07063; uncharacterized protein	response	0.6013291	0.06595684	0.5201979
K07064	K07064; uncharacterized protein	response	0.1601047	0.9151617	0.9732675
K07067	disA; diadenylate cyclase [EC:2.7.7.85]	progression	0.3023344	0.4889995	0.8648426
K07068	K07068; uncharacterized protein	response	0.435556	0.2562246	0.718744
K07069	K07069; uncharacterized protein	response	0.4728408	0.5005595	0.8648426
K07070	K07070; uncharacterized protein	progression	0.1963032	0.8188352	0.9628157
K07071	K07071; uncharacterized protein	progression	0.08664238	0.8542396	0.9684812
K07072	mfnF; (4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase [EC:2.5.1.131]	response	0.2463663	0.2771532	0.7221891
K07074	K07074; uncharacterized protein	response	0.03314911	0.6403398	0.9260799
K07075	K07075; uncharacterized protein	response	0.7440394	0.004000143	0.4327822
K07076	K07076; uncharacterized protein	response	0.4556911	0.1589959	0.6471459
K07078	K07078; uncharacterized protein	response	0.2763736	0.2978602	0.7439571
K07079	K07079; uncharacterized protein	response	0.4256657	0.07575269	0.5386655
K07080	K07080; uncharacterized protein	response	0.3381699	0.3912673	0.8241469
K07082	K07082; UPF0755 protein	response	0.5085762	0.008458416	0.4327822
K07084	yuiF; putative amino acid transporter	response	0.2407199	0.3340865	0.7720353
K07085	K07085; putative transport protein	response	0.2145364	0.581541	0.910171
K07088		response	0.09425852	0.8780615	0.9732675
K07089	K07089; uncharacterized protein	response	0.1322513	0.3912673	0.8241469
K07090	K07090; uncharacterized protein	response	0.7161146	0.007050729	0.4327822
K07091	lptF; lipopolysaccharide export system permease protein	response	0.2887593	0.3583265	0.792076
K07095	K07095; uncharacterized protein	response	0.4225467	0.01430588	0.4327822
K07096	K07096; uncharacterized protein	response	0.437759	0.1779096	0.6595618
K07097	K07097; uncharacterized protein	response	0.4389364	0.795878	0.956964
K07098	K07098; uncharacterized protein	response	0.8883865	0.008458416	0.4327822
K07099	K07099; uncharacterized protein	response	0.6291879	0.05764939	0.5040692
